packages/apps/src/lib/jmap-client/mapping/event.ts	421	grandfathered
packages/apps/src/lib/offline/calendars-hybrid-operations.ts	499	grandfathered
packages/apps/src/lib/offline/contacts-conflict-merge.ts	462	grandfathered
packages/apps/src/lib/offline/meet-chat-hybrid-operations.ts	490	grandfathered
packages/apps/src/lib/offline/meet-chat-offline-store.ts	492	grandfathered
packages/apps/src/lib/offline/notes-hybrid-operations.ts	682	grandfathered
packages/apps/src/lib/offline/notes-offline-store.ts	494	grandfathered
packages/apps/src/lib/offline/tasks-hybrid-operations.ts	443	grandfathered
packages/apps/src/lib/rtc/session/peer-mesh.ts	1055	grandfathered
packages/apps/src/mail-core/src/use-mail-batch-actions.tsx	456	grandfathered
packages/apps/src/mail-core/src/use-mail-mutations.tsx	658	grandfathered
packages/apps/src/meet-core/src/meet-calendar-meeting.ts	549	grandfathered
packages/apps/src/meet-core/src/meet-chat-app.tsx	546	grandfathered
packages/apps/src/meet-core/src/meet-workspace.tsx	1505	grandfathered
packages/apps/src/meet-core/stories/meet-call-stage.stories.harness.tsx	531	grandfathered
packages/apps/src/notes-core/src/notes-note-utils.ts	811	grandfathered
packages/apps/src/notes-core/src/notes-workspace.tsx	780	grandfathered
packages/apps/src/notes-core/src/use-notes-mutations.tsx	989	grandfathered
packages/apps/src/presence-core/src/presence-store.ts	681	grandfathered
packages/apps/src/presence-core/src/principal-tab-sync.ts	438	grandfathered
packages/apps/src/tasks-core/src/task-project-dialog.tsx	401	grandfathered
packages/apps/src/tasks-core/src/tasks-task-utils.ts	551	grandfathered
packages/apps/src/tasks-core/src/tasks-workspace.tsx	427	grandfathered
packages/apps/src/tasks-core/src/use-tasks-mutations.tsx	426	grandfathered
packages/apps/src/text-editor-core/docs-collab/docs-collab-principal-reuse.ts	457	grandfathered
packages/apps/src/text-editor-core/docs-collab/docs-collab-workspace.tsx	873	grandfathered
packages/apps/src/text-editor-core/docs-collab/docs-comments/docs-comments-mark-visibility.ts	516	grandfathered
packages/apps/src/text-editor-core/docs-collab/use-docs-collab-join.ts	467	grandfathered
packages/apps/src/text-editor-core/src/text-editor-comment-commands.ts	521	grandfathered
packages/apps/src/text-editor-core/src/text-editor-format-bar.tsx	411	grandfathered
packages/apps/src/text-editor-core/src/text-editor-table-controls.tsx	523	grandfathered
packages/apps/src/ui/sidebar.tsx	738	grandfathered
packages/apps/src/wegotworkspace/src/wegotworkspace-routes.tsx	853	grandfathered
